    1     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.04850084     0.00000000
    2     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000001     0.04246598     0.00000000
    3     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000001     0.03658545     0.00000000
    4     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000001     0.03109896     0.00000000
    5     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000001     0.02614490     0.00000000
    6     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000001     0.02178256     0.00000000
    7     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000002     0.01801548     0.00000000
    8     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000002     0.01481172     0.00000000
    9     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000003     0.01211955     0.00000000
   10     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000004     0.00987860     0.00000000
   11     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000004     0.00802716     0.00000000
   12     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000006     0.00650658     0.00000000
   13     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000007     0.00526359     0.00000000
   14     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000009     0.00425130     0.00000000
   15     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000011     0.00342934     0.00000000
   16     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000014     0.00276350     0.00000000
   17     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000017     0.00222513     0.00000000
   18     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000021     0.00179049     0.00000000
   19     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000027     0.00144000     0.00000000
   20     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000033     0.00115765     0.00000000
   21     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000041     0.00093035     0.00000000
   22     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000051     0.00074748     0.00000000
   23     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000064     0.00060043     0.00000000
   24     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000080     0.00048223     0.00000000
   25     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000100     0.00038725     0.00000000
   26     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000124     0.00031094     0.00000000
   27     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000155     0.00024965     0.00000000
   28     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000193     0.00020042     0.00000000
   29     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000240     0.00016090     0.00000000
   30     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000299     0.00012916     0.00000000
