0.5 0.0641 0.0
0.5000158296304256 0.0638 0.0001
0.5000316601378804 0.0636 0.0002
0.5000474921758451 0.0633 0.00030000000000000003
0.5000633255196415 0.063 0.0004
0.5000791601641005 0.0627 0.0005
0.5000949961040277 0.062400000000000004 0.0006000000000000001
0.5001108318203714 0.062200000000000005 0.0007
0.5001266701239647 0.061900000000000004 0.0008
0.5001425097084802 0.0616 0.0009000000000000001
0.5001583505686285 0.06130000000000001 0.001
0.5001741926990946 0.061000000000000006 0.0011
0.5001900386543666 0.0606 0.0012000000000000001
0.5002058835150043 0.060300000000000006 0.0013000000000000002
0.5002217296286385 0.060000000000000005 0.0014
0.5002375769898425 0.0597 0.0015
0.5002534255931635 0.0594 0.0016
0.5002692790051717 0.059000000000000004 0.0017000000000000001
0.5002851302754587 0.0587 0.0018000000000000002
0.5003009867354135 0.058300000000000005 0.0019
0.5003168406452723 0.058 0.002
0.5003327001197051 0.057600000000000005 0.0021000000000000003
0.500348561183251 0.0572 0.0022
0.5003644238257101 0.0568 0.0023
0.5003802880368136 0.056400000000000006 0.0024000000000000002
0.5003961538062239 0.056 0.0025
0.5004120211235334 0.055600000000000004 0.0026000000000000003
0.5004278899782645 0.055200000000000006 0.0027
0.5004437659936218 0.054700000000000006 0.0028
0.5004597869295689 0.0517 0.0029000000000000002
0.5004756649595666 0.051300000000000005 0.003
0.500491538453134 0.051000000000000004 0.0031000000000000003
0.500507413043731 0.0507 0.0032
0.5005232887251039 0.05040000000000001 0.0033
0.5005391654909653 0.050100000000000006 0.0034000000000000002
0.5005391719812063 0.05 0.0034000000000000002
0.5005233139672377 0.05 0.0033
0.5005074559545696 0.05 0.0032
0.5004915979431626 0.05 0.0031000000000000003
0.500475739932977 0.05 0.003
0.5004598819239735 0.05 0.0029000000000000002
0.500444023916113 0.05 0.0028
0.5004281659093559 0.05 0.0027
0.5004123079036626 0.05 0.0026000000000000003
0.5003964498989941 0.05 0.0025
0.5003805918953106 0.05 0.0024000000000000002
0.500364733892573 0.05 0.0023
0.5003488758907416 0.05 0.0022
0.5003330178897772 0.05 0.0021000000000000003
0.5003171598896403 0.05 0.002
0.5003013018902915 0.05 0.0019
0.5002854438916916 0.05 0.0018000000000000002
0.500269585893801 0.05 0.0017000000000000001
0.5002537278965802 0.05 0.0016
0.5002378698999899 0.05 0.0015
0.5002220119039907 0.05 0.0014
0.5002061539085433 0.05 0.0013000000000000002
0.500190295913608 0.05 0.0012000000000000001
0.5001744379191457 0.05 0.0011
0.5001585799251169 0.05 0.001
0.5001427219314821 0.05 0.0009000000000000001
0.500126863938202 0.05 0.0008
0.5001110297242376 0.04820000000000001 0.0007
0.5000952817115293 0.0373 0.0006000000000000001
0.5000794558486431 0.03 0.0005
0.500063595158244 0.024100000000000003 0.0004
0.5000477129904487 0.0191 0.00030000000000000003
0.5000318180918747 0.014100000000000001 0.0002
0.5000159178522823 0.01 0.0001
0.5 0.01 0.0
